Index,Position,Salary Estimate,Rating,Company,Location,Industry
1004,Data Scientist with Security Clearance,$76K-$147K (Glassdoor est.),-1.0,"Puyenpa Services, LLC","Chicago, IL",-1
1005,Data Engineer,$76K-$147K (Glassdoor est.),3.7,"Riskonnect
3.7","Chicago, IL",Enterprise Software & Network Solutions
1006,Senior Research Data Analyst,$76K-$147K (Glassdoor est.),4.0,"University of Chicago
4.0","Chicago, IL",Colleges & Universities
1007,Microsoft Dynamics CRM Data Analyst,$76K-$147K (Glassdoor est.),3.7,"IBM
3.7","Chicago, IL",IT Services
1008,Data Analyst,$76K-$147K (Glassdoor est.),4.5,"Green Key Resources
4.5","Chicago, IL",Staffing & Outsourcing
1009,"Senior Data Scientist in Chicago, IL at Key Bank",$76K-$147K (Glassdoor est.),3.3,"KeyBank
3.3","Chicago, IL",Banks & Credit Unions
1010,Big Data Engineer - Chicago - Future Opportunity,$76K-$147K (Glassdoor est.),4.0,"Centro
4.0","Chicago, IL",Internet
1011,Senior Data & Machine Learning Scientist,$62K-$109K (Glassdoor est.),3.3,"Tempus
3.3","Chicago, IL",Financial Transaction Processing
1012,Big Data Machine Learning Engineer,$62K-$109K (Glassdoor est.),3.3,"KeyBank National Association
3.3","Chicago, IL",Banks & Credit Unions
1013,Data Engineer,$62K-$109K (Glassdoor est.),3.6,"Level Ex, Inc.
3.6","Chicago, IL",Video Games
1014,Data Engineer,$62K-$109K (Glassdoor est.),3.1,"Relevante, Inc
3.1","Chicago, IL",Consulting
1015,Data Analyst,$62K-$109K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC
5.0","Chicago, IL",IT Services
1016,Senior Data & Machine Learning Scientist,$62K-$109K (Glassdoor est.),3.2,"Tempus Labs
3.2","Chicago, IL",Biotech & Pharmaceuticals
1017,Product Development Scientist - Covid 19,$62K-$109K (Glassdoor est.),3.3,"Tempus
3.3","Chicago, IL",Financial Transaction Processing
1018,Senior Data Scientist,$62K-$109K (Glassdoor est.),-1.0,"Mastery Logistics Systems, Inc.","Chicago, IL",-1
1019,Senior Data Analyst,$62K-$109K (Glassdoor est.),3.9,"Leap
3.9","Chicago, IL",Social Assistance
1020,Data Engineer,$62K-$109K (Glassdoor est.),3.8,"Concurrency
3.8","Chicago, IL",IT Services
1021,Senior Data Analyst,$62K-$109K (Glassdoor est.),3.4,"HNI
3.4","Chicago, IL",Consumer Products Manufacturing
1023,Staff Big Data Engineer,$62K-$109K (Glassdoor est.),3.5,"Integral Ad Science
3.5","Chicago, IL",Internet
1024,Senior Data Scientist,$62K-$109K (Glassdoor est.),4.1,"West Monroe Partners
4.1","Chicago, IL",Consulting
1025,Data Engineer,$62K-$109K (Glassdoor est.),4.6,"Kani Solutions
4.6","Chicago, IL",Staffing & Outsourcing
1027,Data Engineer,$62K-$109K (Glassdoor est.),4.1,"Collabera
4.1","Chicago, IL",IT Services
1028,SAP Data Analyst,$62K-$109K (Glassdoor est.),3.1,"Old World Industries
3.1","Northbrook, IL",Chemical Manufacturing
1029,Senior HFT Futures Quantitative Research Scientist,$62K-$109K (Glassdoor est.),3.7,"Quantlab
3.7","Chicago, IL",Investment Banking & Asset Management
1030,Sr. Data Scientist,$62K-$109K (Glassdoor est.),3.6,"TMP WORLDWIDE
3.6","Chicago, IL",Advertising & Marketing
1031,Data Engineer,$62K-$109K (Glassdoor est.),-1.0,GradTests (gradtests.com.au),"Chicago, IL",-1
1033,Lead Real World Analytics Data Scientist,$62K-$109K (Glassdoor est.),3.3,"Tempus
3.3","Chicago, IL",Financial Transaction Processing
1034,Data Engineer,$62K-$109K (Glassdoor est.),3.2,"RAPP
3.2","Chicago, IL",Advertising & Marketing
1035,Data Engineer,$62K-$109K (Glassdoor est.),4.2,"Trident Consulting
4.2","Chicago, IL",-1
1036,Senior Data Analyst,$62K-$109K (Glassdoor est.),4.2,"360pi
4.2","Chicago, IL",Enterprise Software & Network Solutions
1037,Data Analyst,$62K-$109K (Glassdoor est.),-1.0,TalentDash,"Chicago, IL",Enterprise Software & Network Solutions
1038,Data Engineer,$62K-$109K (Glassdoor est.),4.0,"Insight Enterprises, Inc.
4.0","Chicago, IL",Enterprise Software & Network Solutions
1039,Lead Data Scientist,$62K-$109K (Glassdoor est.),2.9,"CVS Health
2.9","Northbrook, IL",Health Care Services & Hospitals
1041,AI/ML Data Engineer,$70K-$123K (Glassdoor est.),4.0,"CYNET SYSTEMS
4.0","Chicago, IL",IT Services
1045,"Scientist Biopharm - HPLC (IEX , SEC )",$70K-$123K (Glassdoor est.),3.7,"Pharmaceutical Product Development
3.7","Chicago, IL",Biotech & Pharmaceuticals
1048,Marketing Data Analyst,$70K-$123K (Glassdoor est.),-1.0,Show Me Leads,"Chicago, IL",-1
1052,Data Engineer SQL-PLSQL-HANA,$70K-$123K (Glassdoor est.),3.7,"ServiceNow
3.7","Chicago, IL",Enterprise Software & Network Solutions
1053,Food Scientist - Foodservice,$70K-$123K (Glassdoor est.),3.6,"Conagra Brands
3.6","Chicago, IL",Food & Beverage Manufacturing
1055,Data Engineer,$70K-$123K (Glassdoor est.),4.7,"Capax Global
4.7","Chicago, IL",IT Services
1058,Data Scientist- Senior Advisor,$70K-$123K (Glassdoor est.),2.9,"CVS Health
2.9","Northbrook, IL",Health Care Services & Hospitals
1059,Food Scientist,$70K-$123K (Glassdoor est.),-1.0,VIVA 5,"Chicago, IL",-1
1064,Data Engineer - RBD,$70K-$123K (Glassdoor est.),3.3,"Reyes Beer Division
3.3","Rosemont, IL",Wholesale
1067,"Data Scientist - Health Outcomes, Advisor",$70K-$123K (Glassdoor est.),2.9,"CVS Health
2.9","Northbrook, IL",Health Care Services & Hospitals
1069,"Quantitative Research Analyst, PhD",$70K-$123K (Glassdoor est.),-1.0,Financial Services Company,"Chicago, IL",-1
1070,Data Engineer - RBD,$70K-$123K (Glassdoor est.),3.5,"Martin-Brower
3.5","Des Plaines, IL",Wholesale
1073,Jr. Business Intelligence Analyst,$40K-$73K (Glassdoor est.),2.9,"IFG Companies
2.9","Chicago, IL",Insurance Carriers
1074,"Staff Software Scientist, Reproductive Health",$40K-$73K (Glassdoor est.),3.4,"Thermo Fisher Scientific
3.4","Chicago, IL",Biotech & Pharmaceuticals
1076,"Data Engineer, Virtualization",$40K-$73K (Glassdoor est.),3.7,"Northern Trust
3.7","Chicago, IL",Banks & Credit Unions
1077,Reporting and Data Analyst - (North American Collections Analytics for Data and Analytics),$40K-$73K (Glassdoor est.),3.2,"BMO
3.2","Chicago, IL",Banks & Credit Unions
1079,Data Scientist Consultant,$40K-$73K (Glassdoor est.),3.8,"Capgemini
3.8","Chicago, IL",Enterprise Software & Network Solutions
1081,Data Engineer (remote),$40K-$73K (Glassdoor est.),3.3,"Thrivent
3.3","Chicago, IL",Insurance Carriers
1086,Data Engineer,$40K-$73K (Glassdoor est.),3.2,"GoHealth
3.2","Chicago, IL",Health Care Services & Hospitals
1087,Environmental Scientist/Engineer (Jr. Level),$40K-$73K (Glassdoor est.),3.7,"Tetra Tech, Inc.
3.7","Chicago, IL",Architectural & Engineering Services
1091,"AI/ML ,Data Engineer",$40K-$73K (Glassdoor est.),3.9,"Themesoft Inc
3.9","Chicago, IL",IT Services
1092,Provider Analytics Data Analyst,$40K-$73K (Glassdoor est.),4.6,"VIVA USA INC
4.6","Chicago, IL",IT Services
1093,Chief Data Scientist,$40K-$73K (Glassdoor est.),2.2,"Uptake
2.2","Chicago, IL",Computer Hardware & Software
1095,Computer Vision / Deep Learning Scientist,$40K-$73K (Glassdoor est.),3.2,"Tempus Labs
3.2","Chicago, IL",Biotech & Pharmaceuticals
1097,Associate Food Scientist - Future Opportunities Summer,$40K-$73K (Glassdoor est.),3.6,"Conagra Brands
3.6","Chicago, IL",Food & Beverage Manufacturing
1098,Data Engineer-SQL-PLSQL-HANA,$40K-$73K (Glassdoor est.),3.7,"ServiceNow, Inc.
3.7","Chicago, IL",Enterprise Software & Network Solutions
1099,Environmental Scientist/Engineer (Mid-Level),$40K-$73K (Glassdoor est.),3.7,"Tetra Tech, Inc.
3.7","Chicago, IL",Architectural & Engineering Services
1103,Data Analyst,$38K-$59K (Glassdoor est.),4.3,"Fast Switch, LTD
4.3","Northbrook, IL",IT Services
1105,"Associate Research Scientist (Senior Scientist)- Protein HPLC ( SEC , IEX , RP )",$38K-$59K (Glassdoor est.),3.7,"Pharmaceutical Product Development
3.7","Chicago, IL",Biotech & Pharmaceuticals
1106,Translational Scientist Liaison,$38K-$59K (Glassdoor est.),2.9,"Caris Life Sciences
2.9","Chicago, IL",Research & Development
1109,"Senior Scientist, Decision Sciences",$38K-$59K (Glassdoor est.),3.4,"Epsilon
3.4","Chicago, IL",Advertising & Marketing
1111,Business Intelligence Analyst,$38K-$59K (Glassdoor est.),3.5,"PDI
3.5","Chicago, IL",-1
1115,Data Analyst / Business Lead Generation Specialist [Part-Time],$38K-$59K (Glassdoor est.),2.5,"BankFinancial
2.5","Downers Grove, IL",Banks & Credit Unions
1117,Visiting Undergraduate Affairs Data Analyst - Office of the Vice Provost for Undergraduate Affairs & Academic Programs,$38K-$59K (Glassdoor est.),4.1,"University of Illinois at Chicago
4.1","Chicago, IL",Colleges & Universities
1118,Data Analyst,$38K-$59K (Glassdoor est.),3.6,"Kelly Mitchell Group
3.6","Downers Grove, IL",Staffing & Outsourcing
1120,Data Analyst,$38K-$59K (Glassdoor est.),4.1,"Kforce
4.1","Evanston, IL",Staffing & Outsourcing
1123,"Data Analyst, Tax (Affordable Care Act) (ACA) (Manager) (Multiple Positions)",$38K-$59K (Glassdoor est.),3.8,"EY
3.8","Chicago, IL",Accounting
1124,Risk Analyst-Quantitative Researcher 120850,$38K-$59K (Glassdoor est.),3.2,"Open Systems Technologies (NYC)
3.2","Chicago, IL",Staffing & Outsourcing
1126,Data Analyst - Rush Infectious Diseases,$38K-$59K (Glassdoor est.),3.9,"Rush University Medical Center
3.9","Chicago, IL",Health Care Services & Hospitals
1127,"Senior Data Analyst, Sales",$38K-$59K (Glassdoor est.),3.5,"Flexport
3.5","Chicago, IL",Logistics & Supply Chain
1128,Senior Big Data Engineer - QuantumBlack,$38K-$59K (Glassdoor est.),4.4,"McKinsey & Company
4.4","Chicago, IL",Consulting
1129,Data Analyst,$38K-$59K (Glassdoor est.),4.0,"MRINetwork
4.0","Des Plaines, IL",-1
1130,Senior Environmental Soil Scientist,$38K-$59K (Glassdoor est.),4.1,"MWRD of Greater Chicago
4.1","Chicago, IL",Federal Agencies
1131,"Machine Learning Engineer Chicago, IL",$60K-$105K (Glassdoor est.),2.7,"STATS
2.7","Chicago, IL",News Outlet
1132,AI/ML Data Engineer,$60K-$105K (Glassdoor est.),-1.0,softsnippets,"Chicago, IL",-1
1133,Provider Analytics Data Analyst,$60K-$105K (Glassdoor est.),4.7,"CRS Group
4.7","Chicago, IL",Staffing & Outsourcing
1134,Data Engineer,$60K-$105K (Glassdoor est.),3.6,"Signature Consultants
3.6","Chicago, IL",Staffing & Outsourcing
1135,"AI/ML , Data Engineer",$60K-$105K (Glassdoor est.),3.1,"ePromptus,Inc
3.1","Chicago, IL",IT Services
1137,Senior Data Analyst,$60K-$105K (Glassdoor est.),-1.0,Leap,"Chicago, IL",-1
1138,Bioinformatics Scientist,$60K-$105K (Glassdoor est.),3.2,"Tempus Labs
3.2","Chicago, IL",Biotech & Pharmaceuticals
1139,Business Intelligence Analyst,$60K-$105K (Glassdoor est.),3.7,"Athletico
3.7","Oak Brook, IL",Health Care Services & Hospitals
1140,Junior Imaging Scientist,$60K-$105K (Glassdoor est.),3.2,"Tempus Labs
3.2","Chicago, IL",Biotech & Pharmaceuticals
1141,Senior Data Engineer,$60K-$105K (Glassdoor est.),5.0,"Centric Consulting
5.0","Chicago, IL",Consulting
1143,"Medical Laboratory Scientist - Immunology/Special Chemistry, Full-time, Evenings",$60K-$105K (Glassdoor est.),3.9,"Northwestern Memorial Healthcare
3.9","Chicago, IL",Health Care Services & Hospitals
1144,"Medical Laboratory Scientist - Hemostasis, Full-time, Days",$60K-$105K (Glassdoor est.),3.9,"Northwestern Memorial Healthcare
3.9","Chicago, IL",Health Care Services & Hospitals
1145,"Medical Laboratory Scientist - Immunology Special Chemistry, Full-time, Evenings",$60K-$105K (Glassdoor est.),3.9,"Northwestern Memorial Healthcare
3.9","Chicago, IL",Health Care Services & Hospitals
1146,Spark AWS Data Engineer,$60K-$105K (Glassdoor est.),3.1,"Keylent
3.1","Chicago, IL",-1
1147,Python Data Engineer Trading,$60K-$105K (Glassdoor est.),-1.0,Paul May & Associates,"Chicago, IL",-1
1149,Data Analyst (MPI),$60K-$105K (Glassdoor est.),3.2,"Metropolitan Family Services
3.2","Chicago, IL",Membership Organizations
1150,Data and Software Engineer,$60K-$105K (Glassdoor est.),3.2,"Kershner Trading Group
3.2","Chicago, IL",Investment Banking & Asset Management
1154,Reporting and Data Analyst - (North American Collections Analytics for Data and Analytics),$60K-$105K (Glassdoor est.),3.7,"BMO Financial Group
3.7","Chicago, IL",Banks & Credit Unions
1155,Data Production Analyst,$60K-$105K (Glassdoor est.),4.2,"NJF Global Holdings
4.2","Chicago, IL",Staffing & Outsourcing
1156,Senior Data Analyst,$60K-$105K (Glassdoor est.),3.6,"Epiq Systems
3.6","Chicago, IL",Legal
1158,Supervisory Research Health Scientist,$60K-$105K (Glassdoor est.),3.4,"Veterans Affairs, Veterans Health Administration
3.4","Hines, IL",Federal Agencies
1159,"Sr. Data Analyst - Analytics, Marketing, CPG",$60K-$105K (Glassdoor est.),4.9,"Jobot
4.9","Chicago, IL",Staffing & Outsourcing
1160,"Data Engineer _ Chicago, IL || 06+ Months Contract",$60K-$105K (Glassdoor est.),2.9,"Avtech solutions
2.9","Chicago, IL",-1
1161,Senior Environmental Research Scientist,$69K-$144K (Glassdoor est.),4.1,"MWRD of Greater Chicago
4.1","Chicago, IL",Federal Agencies
1162,Cloud/Big Data Engineer,$69K-$144K (Glassdoor est.),3.9,"Edgilent Corp.
3.9","Chicago, IL",IT Services
1163,"Senior Scientist-Impact Forecasting-Wild Fire (Chicago, IL)",$69K-$144K (Glassdoor est.),3.5,"Aon
3.5","Chicago, IL",Insurance Agencies & Brokerages
1164,Big Data Engineer,$69K-$144K (Glassdoor est.),4.1,"Collabera
4.1","Chicago, IL",IT Services
1165,"Data Analyst, Tax (Affordable Care Act) (ACA) (Manager) (Multiple Positions)",$69K-$144K (Glassdoor est.),-1.0,Ernst & Young LLP,"Chicago, IL",-1
1166,Data Engineer,$69K-$144K (Glassdoor est.),-1.0,PatientIQ,"Chicago, IL",-1
1167,Junior Imaging Scientist,$69K-$144K (Glassdoor est.),3.3,"Tempus
3.3","Chicago, IL",Financial Transaction Processing
1168,Clinical Lab Scientist/MT I,$69K-$144K (Glassdoor est.),3.9,"OSF Healthcare System
3.9","Evergreen Park, IL",Health Care Services & Hospitals
1169,Associate Research Scientist Behavioral Science,$69K-$144K (Glassdoor est.),-1.0,Ipsos North America,"Chicago, IL",-1
1170,Data Analyst,$69K-$144K (Glassdoor est.),3.3,"Stampede Meat, Inc.
3.3","Bridgeview, IL",Food & Beverage Manufacturing
1172,Data Engineer (Snowflake Production),$69K-$144K (Glassdoor est.),2.4,"Infoway Software
2.4","Chicago, IL",Computer Hardware & Software
1174,Lead Data Analyst,$69K-$144K (Glassdoor est.),3.3,"Centene Corporation
3.3","Chicago, IL",Insurance Carriers
1175,BI Data Analyst,$69K-$144K (Glassdoor est.),3.0,"The Accuro Group
3.0","Chicago, IL",Staffing & Outsourcing
1176,Data Engineer,$69K-$144K (Glassdoor est.),5.0,"Informatic Technologies Inc
5.0","Chicago, IL",-1
1177,Data Engineer,$69K-$144K (Glassdoor est.),5.0,"CultureFit Technology Staffing
5.0","Chicago, IL",Advertising & Marketing
1178,Marketing Data Analyst - CPG,$69K-$144K (Glassdoor est.),5.0,"Foresight ROI
5.0","Chicago, IL",Advertising & Marketing
1179,Data Engineer,$69K-$144K (Glassdoor est.),3.2,"PDI Software
3.2","Chicago, IL",Enterprise Software & Network Solutions
1181,Business Analyst / Data Analyst,$69K-$144K (Glassdoor est.),3.9,"WIN Home Inspection
3.9","Chicago, IL",Construction
1182,"AI/ML - Data Engineer - Chicago, IL",$69K-$144K (Glassdoor est.),3.7,"PRIMUS Global Services, Inc
3.7","Chicago, IL",Consulting
1184,Hiring=========Data Engineer ======,$69K-$144K (Glassdoor est.),2.9,"Avtech solutions
2.9","Chicago, IL",-1
1185,IT Data Engineer with Data Catalog,$69K-$144K (Glassdoor est.),3.8,"RiverPoint
3.8","Chicago, IL",Accounting
1187,Translational Bioinformatics Scientist,$69K-$144K (Glassdoor est.),3.2,"Tempus Labs
3.2","Chicago, IL",Biotech & Pharmaceuticals
1188,Data Engineer,$69K-$144K (Glassdoor est.),5.0,"SIMPLIFIED IT SOLUTIONS Inc
5.0","Chicago, IL",IT Services
1189,Big Data Engineer,$69K-$144K (Glassdoor est.),3.9,"Edgilent Corp.
3.9","Chicago, IL",IT Services
1190,JPSC-5704 - Data Analyst,$69K-$144K (Glassdoor est.),4.5,"Avani Technology Solutions
4.5","Chicago, IL",IT Services
1192,Senior Data Analyst,$47K-$82K (Glassdoor est.),2.9,"HIMSS
2.9","Chicago, IL",Health Care Services & Hospitals
1193,Data Engineer,$47K-$82K (Glassdoor est.),3.5,"PDI
3.5","Chicago, IL",-1
1194,Sr. Data Scientist/AI Scientist,$47K-$82K (Glassdoor est.),2.7,"STATS PERFORM
2.7","Chicago, IL",TV Broadcast & Cable Networks
1195,Data Engineer,$47K-$82K (Glassdoor est.),-1.0,Insight UK,"Chicago, IL",-1
1196,Senior Data Analyst,$47K-$82K (Glassdoor est.),3.5,"Chicago Public Schools
3.5","Chicago, IL",K-12 Education
1197,Lead Data Analyst,$47K-$82K (Glassdoor est.),2.2,"IlliniCare Health Plan
2.2","Chicago, IL",-1
1198,Power BI Data Engineer,$47K-$82K (Glassdoor est.),-1.0,"Baker Tilly Virchow Krause, LLP","Chicago, IL",-1
1200,Quantitative Research Scientist,$90K-$175K (Glassdoor est.),3.7,"Quantlab
3.7","Houston, TX",Investment Banking & Asset Management
1201,Data Scientist- Machine Learning Software Engineer,$90K-$175K (Glassdoor est.),3.5,"Halliburton
3.5","Houston, TX",Oil & Gas Services
1202,Associate Data Scientist,$90K-$175K (Glassdoor est.),3.3,"Sysco
3.3","Houston, TX",Wholesale
1203,Data Scientist,$90K-$175K (Glassdoor est.),4.9,"Competentia Holding
4.9","Houston, TX",-1
1204,Future Opportunity-Azure Data Engineer,$90K-$175K (Glassdoor est.),3.9,"AVANADE
3.9","Houston, TX",IT Services
1205,Data Scientist,$90K-$175K (Glassdoor est.),2.2,"Aramco Services Company
2.2","Houston, TX",Utilities
1206,Data Scientist - Nationwide Opportunities,$90K-$175K (Glassdoor est.),3.9,"Amazon
3.9","Houston, TX",Internet
1207,Data Scientist,$90K-$175K (Glassdoor est.),-1.0,CGG Veritas,"Houston, TX",-1
1208,Federal - Data Scientist,$90K-$175K (Glassdoor est.),4.2,"Solekai Systems Corp
4.2","Houston, TX",Computer Hardware & Software
1209,Data Scientist,$90K-$175K (Glassdoor est.),3.4,"National Oilwell Varco
3.4","Houston, TX",Oil & Gas Services
1210,Data Scientist,$90K-$175K (Glassdoor est.),3.4,"Sercel
3.4","Houston, TX",Utilities
1211,Data Scientist,$90K-$175K (Glassdoor est.),3.7,"CGG
3.7","Houston, TX",Oil & Gas Services
1212,Data Scientist,$90K-$175K (Glassdoor est.),-1.0,HCC Life Insurance,"Houston, TX",-1
1213,Data Scientist - Relocate to Washington D.C.,$90K-$175K (Glassdoor est.),3.8,"CIA
3.8","Houston, TX",Federal Agencies
1214,Data Scientist,$90K-$175K (Glassdoor est.),3.3,"Sysco
3.3","Houston, TX",Wholesale
1215,Data Engineer,$90K-$175K (Glassdoor est.),3.2,"Alphascript Pharmacy
3.2","Houston, TX",Biotech & Pharmaceuticals
1216,Data Analyst,$90K-$175K (Glassdoor est.),4.1,"N.F. Smith & Associates
4.1","Houston, TX",Wholesale
1217,Data Scientist,$90K-$175K (Glassdoor est.),3.4,"Tokio Marine HCC
3.4","Houston, TX",Insurance Carriers
1218,Senior Data Scientist,$90K-$175K (Glassdoor est.),4.9,"Competentia Holding
4.9","Houston, TX",-1
1219,Data Scientist,$90K-$175K (Glassdoor est.),3.7,"Infotree Service Inc
3.7","Houston, TX",Advertising & Marketing
1220,Research Scientist,$90K-$175K (Glassdoor est.),4.0,"Dascena
4.0","Houston, TX",IT Services
1221,Data Scientist,$90K-$175K (Glassdoor est.),2.9,"RiceTec
2.9","Alvin, TX",Food & Beverage Manufacturing
1222,Quantitative Analyst,$90K-$175K (Glassdoor est.),3.2,"Numeric, LLC
3.2","Houston, TX",Staffing & Outsourcing
1223,Data Scientist,$90K-$175K (Glassdoor est.),-1.0,GradTests (gradtests.com),"Houston, TX",-1
1224,Statistician (Data Scientist) *12 month Roster* *Direct Hire*,$90K-$175K (Glassdoor est.),3.5,"Internal Revenue Service
3.5","Houston, TX",Federal Agencies
1225,Quantum Data Scientist (Industrial-Process sector),$90K-$175K (Glassdoor est.),3.7,"IBM
3.7","Houston, TX",IT Services
1226,Research Scientist - Data Science (Earth & Atmospheric Sciences),$90K-$175K (Glassdoor est.),4.4,"University of Houston
4.4","Houston, TX",Colleges & Universities
1227,Pipeline Integrity - Data Scientist,$90K-$175K (Glassdoor est.),3.4,"Kinder Morgan
3.4","Houston, TX",Oil & Gas Services
1229,Data Engineer,$90K-$175K (Glassdoor est.),3.3,"Trace3
3.3","Houston, TX",IT Services
1230,Staff Scientist,$39K-$87K (Glassdoor est.),3.6,"Baylor College of Medicine
3.6","Houston, TX",Colleges & Universities
1231,Full Stack Data Scientist Intern - Fall 2020 / Spring,$39K-$87K (Glassdoor est.),3.1,"KPISOFT
3.1","Houston, TX",Enterprise Software & Network Solutions
1232,Data Engineer,$39K-$87K (Glassdoor est.),4.1,"Slalom
4.1","Houston, TX",Consulting
